Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio Grande do Norte;Potiguar;7-CAM-884-RN;7CAM884RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;138132;0;138132;0.0014;0;0.0014;0.042;3276711;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;274;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Ceará;Potiguar;7-FZB-896-CE;7FZB896CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;51526;0;51526;0.0062;0;0.0062;0.193;305048;Estação Coletora Faz. Belém 9 (Faz. Belém);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-880-RN;7CAM880RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;18687;0;18687;0.003;0;0.003;0.091;0.2283;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Ceará;Potiguar;7-FZB-897-CE;7FZB897CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;0.9857;0;0.9857;0.0012;0;0.0012;0.037;56704;Estação Coletora Faz. Belém 9 (Faz. Belém);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-840-RN;7CAM840RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;20265;0;20265;0.0003;0;0.0003;0.009;920262;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;248;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Ceará;Potiguar;7-FZB-898-CE;7FZB898CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;69314;0;69314;0.0085;0;0.0085;0.262;591617;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-844D-RN;7CAM844DRN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;6303;0;6303;0.001;0;0.001;0.03;82697;Estação Coletora Alto da Pedra B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Ceará;Potiguar;7-FZB-899-CE;7FZB899CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;0.825;0;0.825;0.001;0;0.001;0.031;347175;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;742;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-CAM-845-RN;7CAM845RN;CANTO DO AMARO;3R Potiguar;4.80E+14;2023/07;95453;0;95453;0.0015;0;0.0015;0.046;656469;Estação Coletora Canto do Amaro E;INSTALACAO EMB/DESEMB;722;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Ceará;Potiguar;7-FZB-901-CE;7FZB901CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;10985;0;10985;0.0014;0;0.0014;0.042;41182;Estação Coletora Faz. Belém 9 (Faz. Belém);INSTALACAO EMB/DESEMB;599;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-309-RN;7FP309RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;0.7199;0;0.7199;0.0054;0;0.0054;0.152;404995;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-902-CE;7FZB902CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;0.1757;0;0.1757;0.0002;0;0.0002;0.006;52989;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;180;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-306-RN;7FP306RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;0.3433;0;0.3433;0.0028;0;0.0028;0.079;372803;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-903-CE;7FZB903CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;21673;0;21673;0.0026;0;0.0026;0.081;11839;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-305-RN;7FP305RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;68362;0;68362;0.115;0;0.115;3282;2524417;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;621;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-904-CE;7FZB904CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;3387;0;3387;0.0041;0;0.0041;0.127;806703;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;742;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-304-RN;7FP304RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;0.1154;0;0.1154;0.0032;0;0.0032;0.092;22971;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;260;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-905-CE;7FZB905CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;27142;0;27142;0.0033;0;0.0033;0.103;931123;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-303-RN;7FP303RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;30183;0;30183;0.0231;0;0.0231;0.659;51213;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-906-CE;7FZB906CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;96794;0;96794;0.0118;0;0.0118;0.366;221971;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-302-RN;7FP302RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;59934;0;59934;0.0066;0;0.0066;0.187;59877;Estação Coletora Palmeira A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-907-CE;7FZB907CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;0.8814;0;0.8814;0.0011;0;0.0011;0.033;87331;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-301-RN;7FP301RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;0.1779;0;0.1779;0.0013;0;0.0013;0.035;34032;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;56;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-908-CE;7FZB908CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;23412;0;23412;0.0028;0;0.0028;0.088;690589;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;613;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-300-RN;7FP300RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;11847;0;11847;0.0091;0;0.0091;0.258;2034116;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-909-CE;7FZB909CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;58236;0;58236;0.0071;0;0.0071;0.22;481457;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-299-RN;7FP299RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;2088;0;2088;0.016;0;0.016;0.455;5108561;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-910-CE;7FZB910CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;13588;0;13588;0.0016;0;0.0016;0.051;348577;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-293-RN;7FP293RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;12923;0;12923;0.01;0;0.01;0.284;921439;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-913-CE;7FZB913CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;91095;0;91095;0.0111;0;0.0111;0.344;23281;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;744;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-FP-318-RN;7FP318RN;FAZENDA POCINHO;3R Potiguar;4.80E+14;2023/07;0;0;0;0;0;0;0;0;Estação Coletora Palmeira A;INSTALACAO EMB/DESEMB;0;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;86931;1385;0.228;0.03;0.108;0.658;0.02;0.112;0.063;0.054;0.055;0.096;0;0.075;3385;6799;208223;53737907;341830102;04/09/2023 02:36
Ceará;Potiguar;7-FZB-914-CE;7FZB914CE;FAZENDA BELÉM CE;3R Fazenda Belém;4.80E+14;2023/07;0.9966;0;0.9966;0.0012;0;0.0012;0.038;44906;Estação Coletora Faz. Belém 9 (Faz. Belém);INSTALACAO EMB/DESEMB;742;2017/02;Fazenda Belém;13.2;< 290ºC;0.0806;290ºC a 380ºC;0.1043;> 380ºC;0.8151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-334-RN;7ET  0334  RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;47413;0;47413;0.002;0;0.002;0.061;6253203;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Espírito Santo;Espírito Santo;1-VITA-4-ES;1CQ1ES;TUCANO;Vipetro;4.86E+16;2023/07;40776;0;40776;0.0097;0;0.0097;0.302;10979;Estação de Coleta e Tratamento de Petróleo Tucano;INSTALACAO EMB/DESEMB;672;2016/02;Gaivota;16;< 290ºC;0.081;290ºC a 380ºC;0.164;> 380ºC;0.755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-332-RN;7ET  0332  RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;69259;0;69259;0.0029;0;0.0029;0.089;6671212;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;723;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;8-DJ-874H-BA;8DJ874HBA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;601545;0;601545;0.0453;0;0.0453;1405;3970909;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;690;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-362-RN;7ET  0362  RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;32608;0;32608;0.0014;0;0.0014;0.042;1059387;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;590;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;9-DJ-899-BA;9DJ899BA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;72122;0;72122;0.0344;0;0.0344;1067;276384;Estação Dom João;INSTALACAO EMB/DESEMB;744;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-277-RN;7ET  0277  RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;13625;0;13625;0.0005;0;0.0005;0.017;5027463;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;722;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-DJ-833-BA;7DJ833BA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;24579;0;24579;0.0031;0;0.0031;0.097;278385;Estação Dom João;INSTALACAO EMB/DESEMB;253;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1927-RN;7-ET-1927-RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;85235;0;85235;0.0035;0;0.0035;0.108;2188732;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;8-DJ-735-BA;8DJ  0735  BA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;29552;0;29552;0.0038;0;0.0038;0.117;2478185;Estação Dom João;INSTALACAO EMB/DESEMB;744;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-268-RN;7ET  0268  RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;10889;0;10889;0.0005;0;0.0005;0.014;465744;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-DJ-832-BA;7DJ832BA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;126145;0;126145;0.2225;0;0.2225;6898;11825251;Estação Dom João;INSTALACAO EMB/DESEMB;738;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1922-RN;7-ET-1922-RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;2267;0;2267;0.0009;0;0.0009;0.029;2887877;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;705;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;8-DJ-863-BA;8DJ863BA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;0.5527;0;0.5527;0.0817;0;0.0817;2533;675513;Estação Dom João;INSTALACAO EMB/DESEMB;739;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-365-RN;7ET  0365  RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;37422;0;37422;0.0015;0;0.0015;0.048;3935033;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;686;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-DJ-829-BA;7DJ829BA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;92854;0;92854;0.1331;0;0.1331;4127;1224492;Estação Dom João;INSTALACAO EMB/DESEMB;744;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-1925D-RN;7-ET-1925D-RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;0.9542;0;0.9542;0.0004;0;0.0004;0.012;1731913;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-DJ-830-BA;7DJ830BA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;48397;0;48397;0.0161;0;0.0161;0.5;3569544;Estação Dom João;INSTALACAO EMB/DESEMB;744;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
Rio Grande do Norte;Potiguar;7-ET-192-RN;7ET  0192  RN;ESTREITO;3R Potiguar;4.80E+14;2023/07;26103;0;26103;0.0016;0;0.0016;0.051;248094;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;372;2020/11;RGN Mistura;23.2;< 290ºC;0.206;290ºC a 380ºC;0.142;> 380ºC;0.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/09/2023 02:36
Bahia;Recôncavo;7-DJ-126-BA;7DJ  0126  BA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;57262;0;57262;0.0073;0;0.0073;0.226;280619;Estação Dom João;INSTALACAO EMB/DESEMB;739;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
Bahia;Recôncavo;7-AR-118-BA;7AR  0118  BA;ARAÇÁS;Petrobras;4.80E+14;2023/07;167114;0;167114;0.9179;0;0.9179;28431;3933189;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;729;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;74.17;13.06;6.2;1.14;1.75;0.42;0.41;0.23;0.07;0.02;0;0;0;0.03;1.26;1.24;2022;53068783;408434201;04/09/2023 02:36
Bahia;Recôncavo;7-DJ-32-BA;7DJ  0032  BA;DOM JOÃO;3R Candeias;4.80E+14;2023/07;40989;0;40989;0.0011;0;0.0011;0.034;0.5578;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;702;2022/02;Baiano Mistura;36.5;< 210ºC;0.191;210ºC a 500ºC;0.497;> 500ºC;0.312;68.53;5.09;10.87;3.9;3.97;1.23;1.05;0.64;0.15;0.04;0.01;0;0;0.03;1.77;2.72;208205;53789382;375295793;04/09/2023 02:36
